;Datum;von;bis;MW
Maximum;11.11.2013;17:00;17:15;9929
;Datum;von;bis;MW
Minimum;24.12.2013;01:45;02:00;-3282

Datum;Uhrzeit;;Wert
13.03.2013;23:00;23:15;7141
13.03.2013;23:15;23:30;6863
13.03.2013;23:30;23:45;6805
13.03.2013;23:45;24:00;6812
14.03.2013;00:00;00:15;6821
14.03.2013;00:15;00:30;6749
14.03.2013;00:30;00:45;6706
14.03.2013;00:45;01:00;6639
14.03.2013;01:00;01:15;6527
14.03.2013;01:15;01:30;6415
14.03.2013;01:30;01:45;6403
14.03.2013;01:45;02:00;6472
14.03.2013;02:00;02:15;6386
14.03.2013;02:15;02:30;6276
14.03.2013;02:30;02:45;6226
14.03.2013;02:45;03:00;6249
14.03.2013;03:00;03:15;6358
14.03.2013;03:15;03:30;6360
14.03.2013;03:30;03:45;6369
14.03.2013;03:45;04:00;6181
14.03.2013;04:00;04:15;6435
14.03.2013;04:15;04:30;6461
14.03.2013;04:30;04:45;6491
14.03.2013;04:45;05:00;6526
14.03.2013;05:00;05:15;6733
14.03.2013;05:15;05:30;6807
14.03.2013;05:30;05:45;6849
14.03.2013;05:45;06:00;7187
14.03.2013;06:00;06:15;7240
14.03.2013;06:15;06:30;7181
14.03.2013;06:30;06:45;7352
14.03.2013;06:45;07:00;7552
14.03.2013;07:00;07:15;7767
14.03.2013;07:15;07:30;7827
14.03.2013;07:30;07:45;7898
14.03.2013;07:45;08:00;7942
14.03.2013;08:00;08:15;7990
14.03.2013;08:15;08:30;7924
14.03.2013;08:30;08:45;7803
14.03.2013;08:45;09:00;7661
14.03.2013;09:00;09:15;7640
14.03.2013;09:15;09:30;7629
14.03.2013;09:30;09:45;7618
14.03.2013;09:45;10:00;7587
14.03.2013;10:00;10:15;7546
14.03.2013;10:15;10:30;7474
14.03.2013;10:30;10:45;7414
14.03.2013;10:45;11:00;7419
14.03.2013;11:00;11:15;7389
14.03.2013;11:15;11:30;7409
14.03.2013;11:30;11:45;7306
14.03.2013;11:45;12:00;7186
14.03.2013;12:00;12:15;6997
14.03.2013;12:15;12:30;6921
14.03.2013;12:30;12:45;6856
14.03.2013;12:45;13:00;6759
14.03.2013;13:00;13:15;6690
14.03.2013;13:15;13:30;6656
14.03.2013;13:30;13:45;6633
14.03.2013;13:45;14:00;6606
14.03.2013;14:00;14:15;6633
14.03.2013;14:15;14:30;6692
14.03.2013;14:30;14:45;6711
14.03.2013;14:45;15:00;6799
14.03.2013;15:00;15:15;6817
14.03.2013;15:15;15:30;6906
14.03.2013;15:30;15:45;6875
14.03.2013;15:45;16:00;6835
14.03.2013;16:00;16:15;6886
14.03.2013;16:15;16:30;7056
14.03.2013;16:30;16:45;7174
14.03.2013;16:45;17:00;7404
14.03.2013;17:00;17:15;7621
14.03.2013;17:15;17:30;7885
14.03.2013;17:30;17:45;7991
14.03.2013;17:45;18:00;8208
14.03.2013;18:00;18:15;8196
14.03.2013;18:15;18:30;8485
14.03.2013;18:30;18:45;8825
14.03.2013;18:45;19:00;8942
14.03.2013;19:00;19:15;8960
14.03.2013;19:15;19:30;8876
14.03.2013;19:30;19:45;8782
14.03.2013;19:45;20:00;8761
14.03.2013;20:00;20:15;8740
14.03.2013;20:15;20:30;8422
14.03.2013;20:30;20:45;8106
14.03.2013;20:45;21:00;7766
14.03.2013;21:00;21:15;7770
14.03.2013;21:15;21:30;7623
14.03.2013;21:30;21:45;7401
14.03.2013;21:45;22:00;7315
14.03.2013;22:00;22:15;7346
14.03.2013;22:15;22:30;7255
14.03.2013;22:30;22:45;7093
14.03.2013;22:45;23:00;6963
14.03.2013;23:00;23:15;6563
14.03.2013;23:15;23:30;6424
14.03.2013;23:30;23:45;6323
14.03.2013;23:45;24:00;6174
15.03.2013;00:00;00:15;6045
15.03.2013;00:15;00:30;5959
15.03.2013;00:30;00:45;5940
15.03.2013;00:45;01:00;5896
15.03.2013;01:00;01:15;5761
15.03.2013;01:15;01:30;5771
15.03.2013;01:30;01:45;5751
15.03.2013;01:45;02:00;5721
15.03.2013;02:00;02:15;5669
15.03.2013;02:15;02:30;5629
15.03.2013;02:30;02:45;5629
15.03.2013;02:45;03:00;5729
15.03.2013;03:00;03:15;5691
15.03.2013;03:15;03:30;5711
15.03.2013;03:30;03:45;5771
15.03.2013;03:45;04:00;5879
15.03.2013;04:00;04:15;5976
15.03.2013;04:15;04:30;6139
15.03.2013;04:30;04:45;6201
15.03.2013;04:45;05:00;6239
15.03.2013;05:00;05:15;6368
15.03.2013;05:15;05:30;6503
15.03.2013;05:30;05:45;6599
15.03.2013;05:45;06:00;6730
15.03.2013;06:00;06:15;6892
15.03.2013;06:15;06:30;6997
15.03.2013;06:30;06:45;7045
15.03.2013;06:45;07:00;7253
15.03.2013;07:00;07:15;7477
15.03.2013;07:15;07:30;7704
15.03.2013;07:30;07:45;7722
15.03.2013;07:45;08:00;7829
15.03.2013;08:00;08:15;7682
15.03.2013;08:15;08:30;7610
15.03.2013;08:30;08:45;7579
15.03.2013;08:45;09:00;7448
15.03.2013;09:00;09:15;7481
15.03.2013;09:15;09:30;7269
15.03.2013;09:30;09:45;7152
15.03.2013;09:45;10:00;7160
15.03.2013;10:00;10:15;6941
15.03.2013;10:15;10:30;6755
15.03.2013;10:30;10:45;6621
15.03.2013;10:45;11:00;6641
15.03.2013;11:00;11:15;6548
15.03.2013;11:15;11:30;6597
15.03.2013;11:30;11:45;6550
15.03.2013;11:45;12:00;6476
15.03.2013;12:00;12:15;6273
15.03.2013;12:15;12:30;6227
15.03.2013;12:30;12:45;6226
15.03.2013;12:45;13:00;6115
15.03.2013;13:00;13:15;5980
15.03.2013;13:15;13:30;5863
15.03.2013;13:30;13:45;5793
15.03.2013;13:45;14:00;5716
15.03.2013;14:00;14:15;5703
15.03.2013;14:15;14:30;5790
15.03.2013;14:30;14:45;5840
15.03.2013;14:45;15:00;5998
15.03.2013;15:00;15:15;6013
15.03.2013;15:15;15:30;6046
15.03.2013;15:30;15:45;6288
15.03.2013;15:45;16:00;6435
15.03.2013;16:00;16:15;6412
15.03.2013;16:15;16:30;6636
15.03.2013;16:30;16:45;6810
15.03.2013;16:45;17:00;7000
15.03.2013;17:00;17:15;7196
15.03.2013;17:15;17:30;7426
15.03.2013;17:30;17:45;7619
15.03.2013;17:45;18:00;7784
15.03.2013;18:00;18:15;8143
15.03.2013;18:15;18:30;8290
15.03.2013;18:30;18:45;8611
15.03.2013;18:45;19:00;8742
15.03.2013;19:00;19:15;8781
15.03.2013;19:15;19:30;8619
15.03.2013;19:30;19:45;8757
15.03.2013;19:45;20:00;8732
15.03.2013;20:00;20:15;8550
15.03.2013;20:15;20:30;8230
15.03.2013;20:30;20:45;7980
15.03.2013;20:45;21:00;7792
15.03.2013;21:00;21:15;7705
15.03.2013;21:15;21:30;7366
15.03.2013;21:30;21:45;7339
15.03.2013;21:45;22:00;7351
15.03.2013;22:00;22:15;7407
15.03.2013;22:15;22:30;7179
15.03.2013;22:30;22:45;7150
15.03.2013;22:45;23:00;6981
15.03.2013;23:00;23:15;6760
15.03.2013;23:15;23:30;6564
15.03.2013;23:30;23:45;6383
15.03.2013;23:45;24:00;6452
16.03.2013;00:00;00:15;6251
16.03.2013;00:15;00:30;6185
16.03.2013;00:30;00:45;5983
16.03.2013;00:45;01:00;6010
16.03.2013;01:00;01:15;5930
16.03.2013;01:15;01:30;5979
16.03.2013;01:30;01:45;5724
16.03.2013;01:45;02:00;5729
16.03.2013;02:00;02:15;5635
16.03.2013;02:15;02:30;5659
16.03.2013;02:30;02:45;5381
16.03.2013;02:45;03:00;5487
16.03.2013;03:00;03:15;5425
16.03.2013;03:15;03:30;5315
16.03.2013;03:30;03:45;5245
16.03.2013;03:45;04:00;5086
16.03.2013;04:00;04:15;4969
16.03.2013;04:15;04:30;4956
16.03.2013;04:30;04:45;4857
16.03.2013;04:45;05:00;4800
16.03.2013;05:00;05:15;4645
16.03.2013;05:15;05:30;4501
16.03.2013;05:30;05:45;4463
16.03.2013;05:45;06:00;4204
16.03.2013;06:00;06:15;3674
16.03.2013;06:15;06:30;3353
16.03.2013;06:30;06:45;3423
16.03.2013;06:45;07:00;3482
16.03.2013;07:00;07:15;3588
16.03.2013;07:15;07:30;3517
16.03.2013;07:30;07:45;3516
16.03.2013;07:45;08:00;3525
16.03.2013;08:00;08:15;3423
16.03.2013;08:15;08:30;3380
16.03.2013;08:30;08:45;3452
16.03.2013;08:45;09:00;3528
16.03.2013;09:00;09:15;3492
16.03.2013;09:15;09:30;3377
16.03.2013;09:30;09:45;3094
16.03.2013;09:45;10:00;3115
16.03.2013;10:00;10:15;2893
16.03.2013;10:15;10:30;2778
16.03.2013;10:30;10:45;2586
16.03.2013;10:45;11:00;2382
16.03.2013;11:00;11:15;2459
16.03.2013;11:15;11:30;2364
16.03.2013;11:30;11:45;2464
16.03.2013;11:45;12:00;2276
16.03.2013;12:00;12:15;2067
16.03.2013;12:15;12:30;1830
16.03.2013;12:30;12:45;1645
16.03.2013;12:45;13:00;1417
16.03.2013;13:00;13:15;1344
16.03.2013;13:15;13:30;1404
16.03.2013;13:30;13:45;1293
16.03.2013;13:45;14:00;1053
16.03.2013;14:00;14:15;1151
16.03.2013;14:15;14:30;1264
16.03.2013;14:30;14:45;1381
16.03.2013;14:45;15:00;1425
16.03.2013;15:00;15:15;1517
16.03.2013;15:15;15:30;1601
16.03.2013;15:30;15:45;1823
16.03.2013;15:45;16:00;1924
16.03.2013;16:00;16:15;1992
16.03.2013;16:15;16:30;2389
16.03.2013;16:30;16:45;2615
16.03.2013;16:45;17:00;2821
16.03.2013;17:00;17:15;2922
16.03.2013;17:15;17:30;3102
16.03.2013;17:30;17:45;3215
16.03.2013;17:45;18:00;3371
16.03.2013;18:00;18:15;3409
16.03.2013;18:15;18:30;3588
16.03.2013;18:30;18:45;3706
16.03.2013;18:45;19:00;3605
16.03.2013;19:00;19:15;3437
16.03.2013;19:15;19:30;3283
16.03.2013;19:30;19:45;3017
16.03.2013;19:45;20:00;2784
16.03.2013;20:00;20:15;2571
16.03.2013;20:15;20:30;2290
16.03.2013;20:30;20:45;2055
16.03.2013;20:45;21:00;1887
16.03.2013;21:00;21:15;1802
16.03.2013;21:15;21:30;1696
16.03.2013;21:30;21:45;1574
16.03.2013;21:45;22:00;1598
16.03.2013;22:00;22:15;1756
16.03.2013;22:15;22:30;1749
16.03.2013;22:30;22:45;1666
16.03.2013;22:45;23:00;1499
16.03.2013;23:00;23:15;1497
16.03.2013;23:15;23:30;1359
16.03.2013;23:30;23:45;1200
16.03.2013;23:45;24:00;1041
17.03.2013;00:00;00:15;1088
17.03.2013;00:15;00:30;935
17.03.2013;00:30;00:45;771
17.03.2013;00:45;01:00;646
17.03.2013;01:00;01:15;789
17.03.2013;01:15;01:30;650
17.03.2013;01:30;01:45;556
17.03.2013;01:45;02:00;315
17.03.2013;02:00;02:15;540
17.03.2013;02:15;02:30;404
17.03.2013;02:30;02:45;366
17.03.2013;02:45;03:00;356
17.03.2013;03:00;03:15;367
17.03.2013;03:15;03:30;300
17.03.2013;03:30;03:45;269
17.03.2013;03:45;04:00;228
17.03.2013;04:00;04:15;326
17.03.2013;04:15;04:30;236
17.03.2013;04:30;04:45;259
17.03.2013;04:45;05:00;192
17.03.2013;05:00;05:15;301
17.03.2013;05:15;05:30;171
17.03.2013;05:30;05:45;94
17.03.2013;05:45;06:00;-63
17.03.2013;06:00;06:15;-574
17.03.2013;06:15;06:30;-642
17.03.2013;06:30;06:45;-690
17.03.2013;06:45;07:00;-680
17.03.2013;07:00;07:15;-717
17.03.2013;07:15;07:30;-665
17.03.2013;07:30;07:45;-486
17.03.2013;07:45;08:00;-277
17.03.2013;08:00;08:15;-124
17.03.2013;08:15;08:30;-304
17.03.2013;08:30;08:45;-483
17.03.2013;08:45;09:00;-485
17.03.2013;09:00;09:15;-416
17.03.2013;09:15;09:30;-517
17.03.2013;09:30;09:45;-726
17.03.2013;09:45;10:00;-688
17.03.2013;10:00;10:15;-484
17.03.2013;10:15;10:30;-763
17.03.2013;10:30;10:45;-868
17.03.2013;10:45;11:00;-927
17.03.2013;11:00;11:15;-885
17.03.2013;11:15;11:30;-847
17.03.2013;11:30;11:45;-875
17.03.2013;11:45;12:00;-1051
17.03.2013;12:00;12:15;-1292
17.03.2013;12:15;12:30;-1759
17.03.2013;12:30;12:45;-1995
17.03.2013;12:45;13:00;-2007
17.03.2013;13:00;13:15;-2185
17.03.2013;13:15;13:30;-2315
17.03.2013;13:30;13:45;-2319
17.03.2013;13:45;14:00;-2310
17.03.2013;14:00;14:15;-2337
17.03.2013;14:15;14:30;-2317
17.03.2013;14:30;14:45;-2344
17.03.2013;14:45;15:00;-2180
17.03.2013;15:00;15:15;-2029
17.03.2013;15:15;15:30;-1879
17.03.2013;15:30;15:45;-1688
17.03.2013;15:45;16:00;-1396
17.03.2013;16:00;16:15;-1292
17.03.2013;16:15;16:30;-1076
17.03.2013;16:30;16:45;-640
17.03.2013;16:45;17:00;-479
17.03.2013;17:00;17:15;-207
17.03.2013;17:15;17:30;213
17.03.2013;17:30;17:45;373
17.03.2013;17:45;18:00;628
17.03.2013;18:00;18:15;611
17.03.2013;18:15;18:30;890
17.03.2013;18:30;18:45;948
17.03.2013;18:45;19:00;1031
17.03.2013;19:00;19:15;1042
17.03.2013;19:15;19:30;1023
17.03.2013;19:30;19:45;1006
17.03.2013;19:45;20:00;917
17.03.2013;20:00;20:15;851
17.03.2013;20:15;20:30;848
17.03.2013;20:30;20:45;799
17.03.2013;20:45;21:00;753
17.03.2013;21:00;21:15;464
17.03.2013;21:15;21:30;432
17.03.2013;21:30;21:45;391
17.03.2013;21:45;22:00;508
17.03.2013;22:00;22:15;871
17.03.2013;22:15;22:30;693
17.03.2013;22:30;22:45;645
17.03.2013;22:45;23:00;286
17.03.2013;23:00;23:15;145
17.03.2013;23:15;23:30;-91
17.03.2013;23:30;23:45;-131
17.03.2013;23:45;24:00;-357
18.03.2013;00:00;00:15;-543
18.03.2013;00:15;00:30;-604
18.03.2013;00:30;00:45;-654
18.03.2013;00:45;01:00;-582
18.03.2013;01:00;01:15;-908
18.03.2013;01:15;01:30;-945
18.03.2013;01:30;01:45;-859
18.03.2013;01:45;02:00;-847
18.03.2013;02:00;02:15;-848
18.03.2013;02:15;02:30;-709
18.03.2013;02:30;02:45;-589
18.03.2013;02:45;03:00;-468
18.03.2013;03:00;03:15;-240
18.03.2013;03:15;03:30;-97
18.03.2013;03:30;03:45;-25
18.03.2013;03:45;04:00;42
18.03.2013;04:00;04:15;299
18.03.2013;04:15;04:30;514
18.03.2013;04:30;04:45;778
18.03.2013;04:45;05:00;1003
18.03.2013;05:00;05:15;1291
18.03.2013;05:15;05:30;1573
18.03.2013;05:30;05:45;1776
18.03.2013;05:45;06:00;2153
18.03.2013;06:00;06:15;2435
18.03.2013;06:15;06:30;2852
18.03.2013;06:30;06:45;3102
18.03.2013;06:45;07:00;3541
18.03.2013;07:00;07:15;3670
18.03.2013;07:15;07:30;3901
18.03.2013;07:30;07:45;4113
18.03.2013;07:45;08:00;4472
18.03.2013;08:00;08:15;4636
18.03.2013;08:15;08:30;4708
18.03.2013;08:30;08:45;4781
18.03.2013;08:45;09:00;4883
18.03.2013;09:00;09:15;5010
18.03.2013;09:15;09:30;5085
18.03.2013;09:30;09:45;5179
18.03.2013;09:45;10:00;5397
18.03.2013;10:00;10:15;5462
18.03.2013;10:15;10:30;5539
18.03.2013;10:30;10:45;5644
18.03.2013;10:45;11:00;5658
18.03.2013;11:00;11:15;5694
18.03.2013;11:15;11:30;5779
18.03.2013;11:30;11:45;5747
18.03.2013;11:45;12:00;5767
18.03.2013;12:00;12:15;5555
18.03.2013;12:15;12:30;5636
18.03.2013;12:30;12:45;5604
18.03.2013;12:45;13:00;5384
18.03.2013;13:00;13:15;5317
18.03.2013;13:15;13:30;5383
18.03.2013;13:30;13:45;5329
18.03.2013;13:45;14:00;5267
18.03.2013;14:00;14:15;5517
18.03.2013;14:15;14:30;5890
18.03.2013;14:30;14:45;5825
18.03.2013;14:45;15:00;5831
18.03.2013;15:00;15:15;5891
18.03.2013;15:15;15:30;6013
18.03.2013;15:30;15:45;5848
18.03.2013;15:45;16:00;5768
18.03.2013;16:00;16:15;5886
18.03.2013;16:15;16:30;5804
18.03.2013;16:30;16:45;5857
18.03.2013;16:45;17:00;5918
18.03.2013;17:00;17:15;6077
18.03.2013;17:15;17:30;6160
18.03.2013;17:30;17:45;6179
18.03.2013;17:45;18:00;6333
18.03.2013;18:00;18:15;6270
18.03.2013;18:15;18:30;6477
18.03.2013;18:30;18:45;6773
18.03.2013;18:45;19:00;7049
18.03.2013;19:00;19:15;7035
18.03.2013;19:15;19:30;6958
18.03.2013;19:30;19:45;6999
18.03.2013;19:45;20:00;7089
18.03.2013;20:00;20:15;6997
18.03.2013;20:15;20:30;6701
18.03.2013;20:30;20:45;6475
18.03.2013;20:45;21:00;6228
18.03.2013;21:00;21:15;6131
18.03.2013;21:15;21:30;5932
18.03.2013;21:30;21:45;5918
18.03.2013;21:45;22:00;5854
18.03.2013;22:00;22:15;5980
18.03.2013;22:15;22:30;5965
18.03.2013;22:30;22:45;5933
18.03.2013;22:45;23:00;5659
18.03.2013;23:00;23:15;5448
18.03.2013;23:15;23:30;5333
18.03.2013;23:30;23:45;5344
18.03.2013;23:45;24:00;5123
19.03.2013;00:00;00:15;5098
19.03.2013;00:15;00:30;5023
19.03.2013;00:30;00:45;5025
19.03.2013;00:45;01:00;4831
19.03.2013;01:00;01:15;4849
19.03.2013;01:15;01:30;4728
19.03.2013;01:30;01:45;4804
19.03.2013;01:45;02:00;4756
19.03.2013;02:00;02:15;4694
19.03.2013;02:15;02:30;4690
19.03.2013;02:30;02:45;4718
19.03.2013;02:45;03:00;4775
19.03.2013;03:00;03:15;4792
19.03.2013;03:15;03:30;4804
19.03.2013;03:30;03:45;4845
19.03.2013;03:45;04:00;4882
19.03.2013;04:00;04:15;4949
19.03.2013;04:15;04:30;5000
19.03.2013;04:30;04:45;5076
19.03.2013;04:45;05:00;5104
19.03.2013;05:00;05:15;5317
19.03.2013;05:15;05:30;5444
19.03.2013;05:30;05:45;5561
19.03.2013;05:45;06:00;5573
19.03.2013;06:00;06:15;5661
19.03.2013;06:15;06:30;5742
19.03.2013;06:30;06:45;6026
19.03.2013;06:45;07:00;6265
19.03.2013;07:00;07:15;6626
19.03.2013;07:15;07:30;6846
19.03.2013;07:30;07:45;6988
19.03.2013;07:45;08:00;7197
19.03.2013;08:00;08:15;7406
19.03.2013;08:15;08:30;7396
19.03.2013;08:30;08:45;7385
19.03.2013;08:45;09:00;7388
19.03.2013;09:00;09:15;7389
19.03.2013;09:15;09:30;7559
19.03.2013;09:30;09:45;7626
19.03.2013;09:45;10:00;7659
19.03.2013;10:00;10:15;7660
19.03.2013;10:15;10:30;7659
19.03.2013;10:30;10:45;7745
19.03.2013;10:45;11:00;7826
19.03.2013;11:00;11:15;7850
19.03.2013;11:15;11:30;7953
19.03.2013;11:30;11:45;7917
19.03.2013;11:45;12:00;7836
19.03.2013;12:00;12:15;7611
19.03.2013;12:15;12:30;7542
19.03.2013;12:30;12:45;7558
19.03.2013;12:45;13:00;7462
19.03.2013;13:00;13:15;7462
19.03.2013;13:15;13:30;7382
19.03.2013;13:30;13:45;7297
19.03.2013;13:45;14:00;7258
19.03.2013;14:00;14:15;7272
19.03.2013;14:15;14:30;7328
19.03.2013;14:30;14:45;7246
19.03.2013;14:45;15:00;7225
19.03.2013;15:00;15:15;7237
19.03.2013;15:15;15:30;7198
19.03.2013;15:30;15:45;7162
19.03.2013;15:45;16:00;7160
19.03.2013;16:00;16:15;7216
19.03.2013;16:15;16:30;7182
19.03.2013;16:30;16:45;7217
19.03.2013;16:45;17:00;7349
19.03.2013;17:00;17:15;7444
19.03.2013;17:15;17:30;7459
19.03.2013;17:30;17:45;7649
19.03.2013;17:45;18:00;7846
19.03.2013;18:00;18:15;7809
19.03.2013;18:15;18:30;7839
19.03.2013;18:30;18:45;8138
19.03.2013;18:45;19:00;8426
19.03.2013;19:00;19:15;8302
19.03.2013;19:15;19:30;8039
19.03.2013;19:30;19:45;7977
19.03.2013;19:45;20:00;7923
19.03.2013;20:00;20:15;7904
19.03.2013;20:15;20:30;7608
19.03.2013;20:30;20:45;7364
19.03.2013;20:45;21:00;7187
19.03.2013;21:00;21:15;7148
19.03.2013;21:15;21:30;6766
19.03.2013;21:30;21:45;6624
19.03.2013;21:45;22:00;6584
19.03.2013;22:00;22:15;6664
19.03.2013;22:15;22:30;6548
19.03.2013;22:30;22:45;6311
19.03.2013;22:45;23:00;6215
19.03.2013;23:00;23:15;5914
19.03.2013;23:15;23:30;5899
19.03.2013;23:30;23:45;5760
19.03.2013;23:45;24:00;5712
20.03.2013;00:00;00:15;5491
20.03.2013;00:15;00:30;5460
20.03.2013;00:30;00:45;5403
20.03.2013;00:45;01:00;5403
20.03.2013;01:00;01:15;5447
20.03.2013;01:15;01:30;5386
20.03.2013;01:30;01:45;5195
20.03.2013;01:45;02:00;5185
20.03.2013;02:00;02:15;5267
20.03.2013;02:15;02:30;5273
20.03.2013;02:30;02:45;5279
20.03.2013;02:45;03:00;5352
20.03.2013;03:00;03:15;5497
20.03.2013;03:15;03:30;5427
20.03.2013;03:30;03:45;5460
20.03.2013;03:45;04:00;5571
20.03.2013;04:00;04:15;5758
20.03.2013;04:15;04:30;5845
20.03.2013;04:30;04:45;5887
20.03.2013;04:45;05:00;6076
20.03.2013;05:00;05:15;6294
20.03.2013;05:15;05:30;6489
20.03.2013;05:30;05:45;6661
20.03.2013;05:45;06:00;6732
20.03.2013;06:00;06:15;6864
20.03.2013;06:15;06:30;7023
20.03.2013;06:30;06:45;7433
20.03.2013;06:45;07:00;7671
20.03.2013;07:00;07:15;7773
20.03.2013;07:15;07:30;7858
20.03.2013;07:30;07:45;8099
20.03.2013;07:45;08:00;8215
20.03.2013;08:00;08:15;8350
20.03.2013;08:15;08:30;8498
20.03.2013;08:30;08:45;8539
20.03.2013;08:45;09:00;8411
20.03.2013;09:00;09:15;8317
20.03.2013;09:15;09:30;8285
20.03.2013;09:30;09:45;8344
20.03.2013;09:45;10:00;8294
20.03.2013;10:00;10:15;8292
20.03.2013;10:15;10:30;8176
20.03.2013;10:30;10:45;8154
20.03.2013;10:45;11:00;8051
20.03.2013;11:00;11:15;8049
20.03.2013;11:15;11:30;8023
20.03.2013;11:30;11:45;7890
20.03.2013;11:45;12:00;7794
20.03.2013;12:00;12:15;7562
20.03.2013;12:15;12:30;7388
20.03.2013;12:30;12:45;7375
20.03.2013;12:45;13:00;7221
20.03.2013;13:00;13:15;7119
20.03.2013;13:15;13:30;6979
20.03.2013;13:30;13:45;6958
20.03.2013;13:45;14:00;6866
20.03.2013;14:00;14:15;7008
20.03.2013;14:15;14:30;7145
20.03.2013;14:30;14:45;7112
20.03.2013;14:45;15:00;7185
20.03.2013;15:00;15:15;7176
20.03.2013;15:15;15:30;7180
20.03.2013;15:30;15:45;7233
20.03.2013;15:45;16:00;7190
20.03.2013;16:00;16:15;7352
20.03.2013;16:15;16:30;7460
20.03.2013;16:30;16:45;7470
20.03.2013;16:45;17:00;7544
20.03.2013;17:00;17:15;7757
20.03.2013;17:15;17:30;7896
20.03.2013;17:30;17:45;7824
20.03.2013;17:45;18:00;8016
20.03.2013;18:00;18:15;8063
20.03.2013;18:15;18:30;8222
20.03.2013;18:30;18:45;8396
20.03.2013;18:45;19:00;8559
20.03.2013;19:00;19:15;8395
20.03.2013;19:15;19:30;8329
20.03.2013;19:30;19:45;8139
20.03.2013;19:45;20:00;8177
20.03.2013;20:00;20:15;8106
20.03.2013;20:15;20:30;7848
20.03.2013;20:30;20:45;7500
20.03.2013;20:45;21:00;7281
20.03.2013;21:00;21:15;7179
20.03.2013;21:15;21:30;7167
20.03.2013;21:30;21:45;6988
20.03.2013;21:45;22:00;7036
20.03.2013;22:00;22:15;7232
20.03.2013;22:15;22:30;7103
20.03.2013;22:30;22:45;6867
20.03.2013;22:45;23:00;6800
20.03.2013;23:00;23:15;6541
20.03.2013;23:15;23:30;6377
20.03.2013;23:30;23:45;6262
20.03.2013;23:45;24:00;6155
21.03.2013;00:00;00:15;6019
21.03.2013;00:15;00:30;5961
21.03.2013;00:30;00:45;5924
21.03.2013;00:45;01:00;5774
21.03.2013;01:00;01:15;5635
21.03.2013;01:15;01:30;5558
21.03.2013;01:30;01:45;5512
21.03.2013;01:45;02:00;5454
21.03.2013;02:00;02:15;5286
21.03.2013;02:15;02:30;5412
21.03.2013;02:30;02:45;5307
21.03.2013;02:45;03:00;5405
21.03.2013;03:00;03:15;5456
21.03.2013;03:15;03:30;5569
21.03.2013;03:30;03:45;5450
21.03.2013;03:45;04:00;5375
21.03.2013;04:00;04:15;5640
21.03.2013;04:15;04:30;5785
21.03.2013;04:30;04:45;5845
21.03.2013;04:45;05:00;5913
21.03.2013;05:00;05:15;6015
21.03.2013;05:15;05:30;6173
21.03.2013;05:30;05:45;6291
21.03.2013;05:45;06:00;6164
21.03.2013;06:00;06:15;6270
21.03.2013;06:15;06:30;6634
21.03.2013;06:30;06:45;6979
21.03.2013;06:45;07:00;6994
21.03.2013;07:00;07:15;6997
21.03.2013;07:15;07:30;7298
21.03.2013;07:30;07:45;7496
21.03.2013;07:45;08:00;7592
21.03.2013;08:00;08:15;7686
21.03.2013;08:15;08:30;7667
21.03.2013;08:30;08:45;7656
21.03.2013;08:45;09:00;7694
21.03.2013;09:00;09:15;7734
21.03.2013;09:15;09:30;7723
21.03.2013;09:30;09:45;7706
21.03.2013;09:45;10:00;7775
21.03.2013;10:00;10:15;7793
21.03.2013;10:15;10:30;7784
21.03.2013;10:30;10:45;7808
21.03.2013;10:45;11:00;7843
21.03.2013;11:00;11:15;7811
21.03.2013;11:15;11:30;7819
21.03.2013;11:30;11:45;7712
21.03.2013;11:45;12:00;7605
21.03.2013;12:00;12:15;7358
21.03.2013;12:15;12:30;7264
21.03.2013;12:30;12:45;7192
21.03.2013;12:45;13:00;7164
21.03.2013;13:00;13:15;7105
21.03.2013;13:15;13:30;7017
21.03.2013;13:30;13:45;6956
21.03.2013;13:45;14:00;6879
21.03.2013;14:00;14:15;7114
21.03.2013;14:15;14:30;7166
21.03.2013;14:30;14:45;7117
21.03.2013;14:45;15:00;7095
21.03.2013;15:00;15:15;7207
21.03.2013;15:15;15:30;7149
21.03.2013;15:30;15:45;7155
21.03.2013;15:45;16:00;7164
21.03.2013;16:00;16:15;7201
21.03.2013;16:15;16:30;7276
21.03.2013;16:30;16:45;7344
21.03.2013;16:45;17:00;7435
21.03.2013;17:00;17:15;7550
21.03.2013;17:15;17:30;7675
21.03.2013;17:30;17:45;7850
21.03.2013;17:45;18:00;8106
21.03.2013;18:00;18:15;8115
21.03.2013;18:15;18:30;8279
21.03.2013;18:30;18:45;8481
21.03.2013;18:45;19:00;8892
21.03.2013;19:00;19:15;8684
21.03.2013;19:15;19:30;8450
21.03.2013;19:30;19:45;8436
21.03.2013;19:45;20:00;8534
21.03.2013;20:00;20:15;8618
21.03.2013;20:15;20:30;8286
21.03.2013;20:30;20:45;7982
21.03.2013;20:45;21:00;7710
21.03.2013;21:00;21:15;7619
21.03.2013;21:15;21:30;7415
21.03.2013;21:30;21:45;7302
21.03.2013;21:45;22:00;7292
21.03.2013;22:00;22:15;7231
21.03.2013;22:15;22:30;7102
21.03.2013;22:30;22:45;6966
21.03.2013;22:45;23:00;6777
21.03.2013;23:00;23:15;6506
21.03.2013;23:15;23:30;6420
21.03.2013;23:30;23:45;6296
21.03.2013;23:45;24:00;6149
22.03.2013;00:00;00:15;5977
22.03.2013;00:15;00:30;5956
